Un_ID,Timepoint,Block_plot,Herbivory_trt,Coral_Id,Coral_Genus,Enrichment_trt,Size,Recruitment,Alive,Recruitment_timepoint
D3_2X2_P07,T9,D3,2X2,P07,Pocillopora,Enriched,7.034,1,1,T9
D3_3X3_P01,T3,D3,3X3,P01,Pocillopora,Enriched,1.684,1,1,T3
D3_3X3_P01,T6,D3,3X3,P01,Pocillopora,Enriched,4.081,0,1,T3
D3_3X3_P01,T9,D3,3X3,P01,Pocillopora,Enriched,4.513,0,1,T3
D3_3X3_P10,T3,D3,3X3,P10,Pocillopora,Enriched,1.592,1,1,T3
D3_3X3_P10,T6,D3,3X3,P10,Pocillopora,Enriched,5.694,0,1,T3
D3_3X3_P10,T9,D3,3X3,P10,Pocillopora,Enriched,5.715,0,1,T3
D3_3X3_P11,T6,D3,3X3,P11,Pocillopora,Enriched,5.263,0,1,T3
D3_3X3_P11,T3,D3,3X3,P11,Pocillopora,Enriched,2.363,1,1,T3
D3_3X3_P11,T9,D3,3X3,P11,Pocillopora,Enriched,5.606,0,1,T3
D3_3X3_P12,T6,D3,3X3,P12,Pocillopora,Enriched,4.883,1,1,T6
D3_3X3_P12,T9,D3,3X3,P12,Pocillopora,Enriched,5.22,0,1,T6
D3_3X3_P13,T6,D3,3X3,P13,Pocillopora,Enriched,2.507,1,1,T6
D3_3X3_P13,T9,D3,3X3,P13,Pocillopora,Enriched,2.591,0,1,T6
D3_3X3_P16,T9,D3,3X3,P16,Pocillopora,Enriched,2.493,1,1,T9
D3_3X3_P02,T6,D3,3X3,P02,Pocillopora,Enriched,9.307,0,1,T3
D3_3X3_P02,T3,D3,3X3,P02,Pocillopora,Enriched,4.579,1,1,T3
D3_3X3_P02,T9,D3,3X3,P02,Pocillopora,Enriched,9.801,0,1,T3
D3_3X3_P03,T6,D3,3X3,P03,Pocillopora,Enriched,5.972,0,1,T3
D3_3X3_P03,T3,D3,3X3,P03,Pocillopora,Enriched,2.439,1,1,T3
D3_3X3_P03,T9,D3,3X3,P03,Pocillopora,Enriched,6.215,0,1,T3
D3_3X3_P05,T6,D3,3X3,P05,Pocillopora,Enriched,5.913,0,1,T3
D3_3X3_P05,T3,D3,3X3,P05,Pocillopora,Enriched,3.565,1,1,T3
D3_3X3_P05,T9,D3,3X3,P05,Pocillopora,Enriched,6.361,0,1,T3
D3_3X3_P06,T3,D3,3X3,P06,Pocillopora,Enriched,3.297,1,1,T3
D3_3X3_P06,T6,D3,3X3,P06,Pocillopora,Enriched,9.727,0,1,T3
D3_3X3_P06,T9,D3,3X3,P06,Pocillopora,Enriched,10.3,0,1,T3
D3_3X3_P07,T3,D3,3X3,P07,Pocillopora,Enriched,2.059,1,1,T3
D3_3X3_P07,T6,D3,3X3,P07,Pocillopora,Enriched,8.115,0,1,T3
D3_3X3_P07,T9,D3,3X3,P07,Pocillopora,Enriched,8.639,0,1,T3
D3_3X3_P08,T3,D3,3X3,P08,Pocillopora,Enriched,1.442,1,1,T3
D3_3X3_P08,T6,D3,3X3,P08,Pocillopora,Enriched,2.683,0,1,T3
D3_3X3_P08,T9,D3,3X3,P08,Pocillopora,Enriched,2.774,0,1,T3
D3_3X3_P09,T6,D3,3X3,P09,Pocillopora,Enriched,3.644,1,1,T6
D3_3X3_P09,T9,D3,3X3,P09,Pocillopora,Enriched,3.887,0,1,T6
D3_open_P10,T3,D3,open,P10,Pocillopora,Enriched,2.165,1,1,T3
D3_open_P10,T6,D3,open,P10,Pocillopora,Enriched,5.438,0,1,T3
D3_open_P10,T9,D3,open,P10,Pocillopora,Enriched,8.749,0,1,T3
D3_open_P14,T3,D3,open,P14,Pocillopora,Enriched,1.182,1,1,T3
D3_open_P14,T6,D3,open,P14,Pocillopora,Enriched,2.224,0,1,T3
D3_open_P14,T9,D3,open,P14,Pocillopora,Enriched,4.261,0,1,T3
D3_open_P15,T3,D3,open,P15,Pocillopora,Enriched,3.578,1,1,T3
D3_open_P15,T6,D3,open,P15,Pocillopora,Enriched,5.322,0,1,T3
D3_open_P15,T9,D3,open,P15,Pocillopora,Enriched,5.705,0,1,T3
D3_open_P19,T3,D3,open,P19,Pocillopora,Enriched,3.271,1,1,T3
D3_open_P19,T6,D3,open,P19,Pocillopora,Enriched,6.876,0,1,T3
D3_open_P19,T9,D3,open,P19,Pocillopora,Enriched,10.803,0,1,T3
D3_open_P02,T3,D3,open,P02,Pocillopora,Enriched,2.659,1,1,T3
D3_open_P02,T6,D3,open,P02,Pocillopora,Enriched,4.077,0,1,T3
D3_open_P02,T9,D3,open,P02,Pocillopora,Enriched,5.895,0,1,T3
D3_open_P22,T3,D3,open,P22,Pocillopora,Enriched,1.884,1,1,T3
D3_open_P22,T6,D3,open,P22,Pocillopora,Enriched,3.953,0,1,T3
D3_open_P22,T9,D3,open,P22,Pocillopora,Enriched,8.966,0,1,T3
D3_open_P23,T3,D3,open,P23,Pocillopora,Enriched,1.801,1,1,T3
D3_open_P23,T6,D3,open,P23,Pocillopora,Enriched,2.977,0,1,T3
D3_open_P23,T9,D3,open,P23,Pocillopora,Enriched,4.898,0,1,T3
D3_open_P24,T3,D3,open,P24,Pocillopora,Enriched,1.542,1,1,T3
D3_open_P24,T6,D3,open,P24,Pocillopora,Enriched,1.258,0,1,T3
D3_open_P24,T9,D3,open,P24,Pocillopora,Enriched,3.2,0,1,T3
D3_open_P25,T3,D3,open,P25,Pocillopora,Enriched,1.371,1,1,T3
D3_open_P25,T6,D3,open,P25,Pocillopora,Enriched,NA,0,0,T3
D3_open_P25,T9,D3,open,P25,Pocillopora,Enriched,NA,0,0,T3
D3_open_P03,T3,D3,open,P03,Pocillopora,Enriched,3.123,1,1,T3
D3_open_P03,T6,D3,open,P03,Pocillopora,Enriched,5.815,0,1,T3
D3_open_P03,T9,D3,open,P03,Pocillopora,Enriched,9.335,0,1,T3
D3_open_P04,T3,D3,open,P04,Pocillopora,Enriched,1.88,1,1,T3
D3_open_P04,T6,D3,open,P04,Pocillopora,Enriched,3.258,0,1,T3
D3_open_P04,T9,D3,open,P04,Pocillopora,Enriched,5.007,0,1,T3
A4_1X1_P29,T9,A4,1X1,P29,Pocillopora,Ambient,4.851,1,1,T9
A4_open_P23,T9,A4,open,P23,Pocillopora,Ambient,2.809,1,1,T9
B1_2X2_P17,T9,B1,2X2,P17,Pocillopora,Enriched,1.488,1,1,T9
A4_2X2_P17,T6,A4,2X2,P17,Pocillopora,Ambient,2.094,1,1,T10
A4_2X2_P17,T9,A4,2X2,P17,Pocillopora,Ambient,NA,0,1,T10
